0.261	13.638
0.079	12.414
-0.310	9.131
0.264	12.937
0.059	12.431
0.207	13.083
-0.112	11.343
-0.251	9.833
-0.200	11.641
-0.366	7.282
-0.357	8.606
-0.332	8.548
-0.096	11.551
-0.399	8.228
-0.082	11.534
-0.096	11.272
-0.376	7.988
0.300	13.036
0.221	13.343
0.137	13.715
-0.414	6.982
0.352	13.327
0.108	13.498
-0.256	9.642
-0.009	12.635
-0.384	8.054
-0.317	9.108
-0.278	9.495
-0.258	10.637
-0.365	7.532
-0.077	11.661
-0.287	7.773
-0.211	9.855
-0.325	9.035
0.349	10.953
0.193	12.633
-0.348	8.715
-0.260	10.002
-0.183	11.024
-0.367	8.483
-0.399	7.660
0.061	12.888
-0.204	10.309
-0.285	9.291
-0.059	12.191
0.425	14.959
-0.306	9.241
-0.454	6.151
-0.135	11.237
-0.162	10.684
-0.483	6.105
0.219	13.318
-0.122	10.948
0.013	11.882
-0.326	8.984
-0.236	10.138
-0.359	8.351
-0.336	9.190
0.130	12.960
-0.340	8.678
-0.101	11.940
0.213	12.795
-0.208	10.325
-0.346	8.553
-0.226	10.140
0.179	13.706
-0.421	7.372
0.124	13.259
0.236	11.722
-0.054	11.953
0.137	12.255
-0.352	9.598
0.013	12.316
-0.154	11.233
0.064	12.613
0.008	12.428
-0.380	7.734
-0.515	5.244
-0.297	9.492
-0.308	9.092
-0.370	8.538
-0.448	6.740
-0.223	11.113
-0.154	10.914
-0.132	11.579
0.044	13.041
-0.389	8.669
-0.456	7.185
0.193	12.689
-0.135	11.312
-0.365	8.525
-0.031	12.464
0.012	11.849
-0.232	10.770
0.386	13.177
-0.260	10.169
-0.453	6.537
0.018	12.140
-0.336	8.633
-0.378	7.338
0.055	12.468
-0.029	13.852
-0.470	6.170
-0.040	11.751
-0.363	8.445
0.124	12.866
0.464	14.048
0.225	13.252
-0.349	8.796
-0.314	8.857
0.314	12.990
-0.359	8.495
-0.266	9.723
-0.056	12.395
0.126	12.891
0.100	12.503
-0.336	9.133
-0.263	9.758
-0.375	8.542
-0.187	10.693
-0.124	11.270
-0.265	10.717
-0.266	10.072
-0.399	7.599
0.185	12.611
-0.366	9.144
-0.206	10.897
-0.252	9.821
-0.142	11.305
0.266	12.958
0.096	12.214
0.016	11.931
0.058	12.659
0.037	13.283
-0.276	9.672
0.406	13.279
-0.095	11.249
-0.264	10.048
-0.029	12.064
-0.246	10.998
-0.242	9.518
-0.334	9.044
-0.222	9.862
-0.319	9.090
-0.482	4.762
-0.368	8.471
-0.252	9.727
-0.380	8.249
0.070	12.739
0.073	11.865
-0.462	6.482
-0.267	10.238
-0.278	9.709
0.413	13.637
-0.097	11.603
-0.184	12.352
-0.420	7.392
-0.304	9.071
0.211	12.886
-0.364	8.423
-0.387	8.267
-0.266	10.708
-0.263	9.569
-0.255	9.872
-0.226	11.918
-0.111	11.161
-0.251	9.862
-0.270	10.126
-0.283	9.873
-0.252	9.778
-0.425	6.722
0.131	12.609
-0.184	10.473
-0.365	8.485
-0.177	11.041
-0.289	9.390
-0.258	9.885
-0.452	6.756
0.059	12.878
-0.223	10.357
0.006	12.210
0.392	13.999
-0.060	12.067
-0.162	10.929
-0.156	10.920
0.043	12.391
-0.267	9.668
-0.286	9.645
0.009	12.403
-0.156	10.763
-0.274	9.016
-0.007	12.279
-0.372	8.337
-0.300	9.432
-0.074	11.953
-0.323	9.414
0.260	12.921
0.172	12.237
-0.402	7.830
-0.429	8.072
-0.496	4.633
-0.343	8.197
0.158	11.767
-0.067	12.997
-0.129	11.065
-0.322	8.986
-0.023	12.282
0.004	12.520
-0.296	9.950
-0.172	10.401
-0.167	10.812
-0.234	10.169
0.304	13.243
0.119	12.584
-0.239	10.374
-0.552	1.761
0.223	13.793
-0.394	8.019
-0.370	7.479
0.100	13.279
-0.113	10.938
-0.410	8.276
0.009	12.152
0.424	13.123
-0.166	10.682
0.133	12.286
-0.411	6.793
-0.127	11.244
-0.060	11.932
-0.072	11.406
-0.351	8.356
0.435	12.965
-0.555	2.644
-0.444	6.199
-0.544	3.465
0.207	12.992
-0.295	9.228
0.132	12.784
-0.087	11.965
-0.221	10.377
-0.232	10.187
-0.398	7.802
-0.296	9.136
0.136	13.051
-0.526	4.081
-0.012	11.421
-0.353	7.157
-0.330	9.095
0.188	13.275
-0.350	8.242
-0.359	9.404
0.070	13.287
0.076	13.532
-0.297	9.325
-0.222	10.251
-0.102	11.744
-0.154	10.210
-0.246	9.481
-0.362	9.103
-0.441	5.646
-0.195	10.517
-0.416	9.452
-0.018	12.295
-0.032	12.014
0.192	12.908
-0.340	8.869
-0.294	8.152
-0.095	11.568
-0.199	10.511
-0.357	9.007
-0.278	9.213
0.063	12.251
-0.241	9.963
-0.349	8.753
-0.316	9.675
-0.198	11.462
-0.185	10.588
-0.144	11.028
-0.223	9.087
-0.342	8.737
-0.358	8.444
-0.076	11.942
-0.323	9.084
-0.413	7.363
-0.339	8.944
-0.239	10.168
-0.365	8.593
-0.348	9.135
-0.425	7.313
-0.425	7.385
0.379	13.165
0.045	11.612
0.476	14.061
-0.508	4.588
-0.400	8.017
-0.255	9.287
-0.125	11.263
-0.152	12.193
-0.280	9.941
-0.182	10.891
-0.024	11.452
-0.320	9.096
0.025	12.333
-0.143	11.029
0.025	12.412
0.230	13.168
0.225	13.702
-0.203	9.588
-0.257	9.980
-0.281	9.621
-0.213	9.689
-0.258	10.133
-0.369	8.394
-0.120	11.873
0.182	12.657
-0.286	8.835
-0.374	8.304
-0.480	5.495
-0.367	8.363
0.316	13.484
0.181	12.935
-0.337	9.135
-0.197	11.204
-0.398	7.839
-0.377	7.929
-0.329	9.140
0.164	12.590
-0.254	9.880
0.026	12.784
-0.016	11.725
-0.099	11.655
-0.484	5.506
-0.184	12.032
0.476	13.588
-0.283	8.922
-0.218	9.715
-0.037	11.583
0.028	11.863
-0.501	4.437
-0.320	8.950
-0.396	8.274
-0.345	8.328
-0.243	10.068
0.175	13.092
-0.341	7.856
-0.303	9.167
0.454	13.678
0.007	12.456
0.350	12.938
0.477	13.827
-0.263	10.133
0.087	12.762
-0.485	5.614
-0.168	11.025
-0.179	10.851
-0.382	7.829
-0.389	9.486
-0.238	9.315
-0.091	11.364
-0.299	9.107
-0.374	8.071
-0.088	12.382
0.072	12.607
0.090	12.313
-0.383	6.783
-0.522	3.661
-0.303	9.529
-0.152	10.516
-0.234	9.576
-0.161	10.372
-0.319	8.993
0.151	12.692
-0.366	5.651
-0.334	8.800
-0.438	6.879
-0.441	5.877
-0.192	10.463
-0.437	7.120
-0.125	11.048
-0.452	6.941
-0.326	8.638
-0.299	9.587
-0.196	10.127
-0.170	10.644
0.008	12.497
-0.171	10.197
-0.203	10.535
-0.202	10.404
-0.020	11.782
-0.367	8.594
-0.295	9.326
0.233	13.540
-0.432	8.012
-0.266	9.785
-0.337	8.039
-0.262	9.701
-0.209	11.646
0.066	12.175
-0.309	9.095
-0.306	9.455
-0.032	11.877
-0.205	10.906
0.409	13.491
-0.559	2.597
-0.110	11.419
-0.367	8.753
0.048	12.542
-0.111	10.736
-0.274	9.220
-0.403	7.729
-0.107	11.473
-0.390	8.033
-0.269	10.004
-0.427	6.204
0.189	12.763
-0.330	8.454
-0.125	10.630
-0.207	11.589
-0.221	10.190
-0.290	10.041
-0.444	7.145
-0.054	11.510
-0.296	9.506
-0.461	6.486
-0.196	10.276
0.144	13.354
-0.031	12.428
-0.152	9.012
-0.441	6.925
0.314	12.668
-0.279	9.549
0.113	13.777
-0.475	6.036
-0.331	9.032
-0.128	12.656
-0.140	11.211
0.046	12.890
-0.330	8.967
-0.339	8.991
-0.408	7.515
0.363	13.953
-0.008	11.912
-0.313	9.100
-0.507	5.235
0.244	12.426
-0.367	8.820
-0.133	10.879
-0.380	8.019
0.183	12.617
-0.166	10.710
-0.322	9.025
0.003	12.148
-0.288	9.179
0.193	12.927
-0.363	8.503
-0.422	7.521
-0.063	11.430
-0.352	8.789
-0.313	9.520
-0.553	1.355
-0.220	10.939
-0.065	11.903
-0.243	10.053
-0.457	10.722
-0.350	9.462
0.135	12.955
-0.401	7.698
-0.035	12.259
0.098	13.862
-0.318	8.741
-0.524	3.860
-0.176	11.469
0.291	13.419
0.082	12.460
-0.368	8.214
0.077	12.666
-0.480	5.931
-0.152	11.594
-0.162	10.949
-0.334	9.167
-0.382	8.010
-0.373	8.593
0.098	12.431
-0.179	12.120
-0.366	8.334
-0.168	10.679
-0.383	7.780
-0.251	10.102
-0.189	10.847
0.129	13.336
0.435	13.728
-0.002	12.026
-0.180	10.178
-0.175	10.868
-0.155	10.568
-0.252	9.416
-0.184	11.230
-0.202	12.107
-0.102	11.411
-0.460	5.039
-0.412	7.587
-0.225	11.480
-0.410	7.668
-0.134	12.130
0.218	13.055
-0.377	8.498
-0.321	9.149
-0.300	9.218
0.194	13.177
-0.148	11.265
-0.362	8.514
0.131	12.461
-0.092	11.114
-0.128	10.974
0.008	12.766
-0.384	8.372
-0.307	9.095
-0.321	9.409
-0.138	10.920
-0.357	8.627
-0.097	11.539
-0.387	8.003
-0.211	10.166
-0.284	9.405
-0.278	9.742
-0.285	9.562
-0.198	10.368
-0.220	10.604
0.267	13.095
-0.235	9.993
-0.302	9.364
-0.056	12.171
0.120	12.586
-0.480	5.746
-0.376	8.345
-0.339	8.614
-0.140	10.808
0.105	13.047
-0.397	7.804
-0.419	6.286
-0.481	4.222
-0.408	7.138
0.088	12.308
0.055	12.470
-0.162	10.824
-0.294	9.729
-0.281	9.430
-0.058	11.448
0.150	12.436
-0.296	9.172
0.001	12.120
-0.153	11.287
-0.136	11.084
-0.287	9.432
0.274	12.911
-0.320	9.337
-0.237	9.953
-0.158	12.430
-0.543	3.037
-0.081	11.220
-0.296	9.080
-0.160	11.651
-0.549	2.579
-0.235	10.037
-0.011	13.289
0.264	13.129
0.255	13.964
-0.538	3.326
-0.350	8.469
-0.443	7.017
-0.264	9.836
-0.394	8.014
-0.221	10.214
-0.041	12.086
-0.171	10.860
-0.113	11.634
-0.183	10.931
-0.208	11.761
-0.114	11.067
-0.351	8.261
0.317	14.109
-0.260	9.352
-0.130	11.614
0.226	12.082
0.046	12.464
-0.344	8.623
0.227	12.867
-0.337	9.196
-0.448	6.358
-0.144	10.884
0.002	12.348
-0.425	7.482
-0.397	7.948
-0.088	10.985
0.113	12.326
-0.181	10.587
-0.438	6.764
0.068	12.892
-0.099	11.355
-0.298	8.093
-0.276	9.343
-0.126	11.759
-0.303	9.089
-0.328	8.961
-0.297	8.788
-0.379	8.545
-0.382	7.407
0.478	14.357
-0.211	10.047
-0.311	8.448
-0.248	10.523
0.070	12.125
-0.032	12.304
-0.010	12.457
-0.211	9.741
-0.440	7.020
-0.335	8.665
-0.022	11.970
-0.062	12.017
-0.246	9.355
-0.298	9.270
-0.227	10.172
0.028	12.198
-0.080	11.302
-0.105	10.775
0.477	17.983
0.014	11.612
-0.288	9.335
0.460	14.035
-0.356	8.631
0.472	15.658
-0.286	9.377
-0.014	12.223
-0.274	9.704
-0.247	10.693
-0.342	7.635
-0.282	9.641
0.270	12.847
-0.152	10.838
-0.276	9.392
-0.191	10.565
-0.130	9.990
-0.158	10.446
-0.143	10.709
-0.028	10.402
-0.258	9.652
-0.312	9.442
-0.272	9.897
0.441	13.750
0.083	12.886
-0.347	8.639
-0.001	12.202
0.309	13.625
-0.005	12.814
-0.342	8.553
-0.159	10.768
0.119	12.583
-0.027	12.107
0.160	12.495
-0.072	11.972
0.124	13.501
0.057	12.143
-0.113	11.273
0.027	13.267
-0.334	8.745
-0.061	11.613
-0.378	8.173
0.096	11.589
0.268	14.511
0.144	13.028
-0.310	9.219
0.215	13.865
-0.177	10.483
0.144	14.890
0.037	12.448
-0.322	8.359
-0.071	12.335
-0.106	11.169
-0.381	8.132
0.046	12.996
-0.187	10.738
-0.213	11.253
-0.050	11.952
-0.351	8.518
-0.402	7.824
0.123	11.913
0.025	11.982
-0.352	8.683
-0.100	11.648
0.157	12.121
0.002	12.678
0.043	12.710
-0.167	10.265
-0.388	8.097
0.105	10.733
-0.170	10.942
0.209	12.866
-0.400	7.560
-0.185	11.095
-0.353	8.506
0.246	12.978
-0.280	9.511
0.304	13.812
-0.246	9.635
-0.386	8.570
-0.438	7.199
-0.262	9.516
-0.417	6.974
-0.266	9.847
-0.306	9.622
-0.392	8.257
-0.231	11.521
-0.272	9.483
-0.209	10.268
0.013	11.988
-0.307	9.323
-0.356	8.387
0.046	12.577
-0.412	7.593
-0.309	9.831
-0.239	10.324
-0.071	11.611
0.035	12.582
0.367	11.589
-0.327	8.778
-0.321	9.040
-0.421	7.487
-0.336	9.410
-0.158	10.516
-0.277	10.447
-0.111	11.300
-0.366	8.346
-0.096	11.162
-0.450	5.761
