bv_color	abs_mag
0.338	1.424159127
0	0.904988876
0.556	3.751076155
0.446	3.235278498
0.609	2.783805822
0	-0.549618427
-0.007	0.131056665
1.125	0.630749892
1.462	-1.784185034
0.363	1.984834096
1.147	0.52328078
0.94	-1.178482885
0.327	1.68695078
0.635	2.83607808
0.315	1.806785276
0.446	3.440069631
1.518	1.051620567
1.262	-0.670358852
1.404	-6.494550189
0.617	3.544519336
0.524	3.384745408
-0.016	0.96486328
0.487	3.193651284
1.69	-4.333510113
1.614	-1.08392192
-0.02	0.039073963
0.68	4.054988876
1.256	1.203116991
1.004	-0.221174193
0.465	3.03
1.381	0.116509093
0.397	2.439929939
0.705	4.399532051
0.94	0.821962004
0.512	3.533380673
0.502	-0.326579501
0.639	5.731468837
0.148	1.616735013
1.068	-0.417482006
0.971	1.228318878
1.298	0.236114406
1.525	-1.843053281
1.25	-4.731652657
0.426	2.046130205
1.245	0.078978565
0.026	0.499159291
0.991	0.906656364
0.623	4.156536199
0.693	3.389185507
0.4	1.536874476
0.949	0.717257642
0.408	2.903646251
0.108	0.176114406
0.57	3.933433886
0.415	3.476738215
1.35	0.662548651
0.18	1.208110426
-0.154	-1.735784545
0.824	2.795675023
1.05	-0.110496109
0.111	-1.444387088
0.93	1.202628606
-0.049	-0.070741385
1.293	0.232917844
0.513	2.875289601
0.481	3.726161999
0.472	3.475750123
0.549	3.917339682
0.732	1.812873986
0.818	2.369844136
0.57	4.062873986
0.503	3.996515942
0.517	3.981331209
1.29	-1.713929782
0.183	0.99131778
0.37	2.632502522
0.337	1.718824771
1.327	1.173768167
1.132	-0.27953192
0.504	4.119645648
1	6.561080742
0.676	4.289989138
0.735	1.43078288
0.976	2.407422919
1.05	6.158462013
0.549	2.565410128
0.146	1.946537993
0.475	2.895386392
0.37	2.770222568
1.136	0.700389271
0.581	3.238325763
0.827	5.608616467
0.428	3.722641698
1.033	-0.280496109
0.55	1.736919012
1.594	-0.178856022
0.44	3.892306905
0.87	5.652416508
0.854	6.15119335
0.61	4.27291629
0.98	1.275410128
0.391	3.287609025
0.602	4.941674624
0.481	3.109598482
0.291	1.725181608
1.27	-1.320640726
0.529	4.077390496
0.97	5.01519344
1.445	-0.441270559
1.257	-10.87058859
1.313	0.431555858
0.566	-6.444305271
1.14	-0.629044589
0.703	4.444871345
0.602	4.078880014
0.822	4.474193892
0.567	3.541828751
0.114	0.992591105
0.411	1.985651609
0.46	3.359420694
0.587	3.71669843
0.732	5.36629342
0.441	1.748308067
0.285	-6.011135894
1.371	-0.677974317
1.378	-2.67987993
1.067	1.930725265
1.2	-3.302937462
1.034	-0.437633652
1.061	-0.994225981
0.112	2.665827964
0.135	0.980749892
0.598	3.272208333
0.203	1.844062757
0.097	1.381531881
0.041	1.157329794
0.888	-1.371097695
0.831	5.869654177
0.444	2.10144378
0.287	2.242283813
1.001	1.434299812
0.726	5.068161562
0.192	0.763402933
0.1	1.730686631
0.154	1.075617774
0.064	-1.844413556
2.04	-4.619624172
0.78	5.801981325
0.403	2.437070846
1.035	-5.954829859
0.093	0.571117968
0.294	1.385675023
0.461	2.642894511
0.1	2.013126411
0.979	-1.29253735
0.575	4.011459736
0.474	3.337358438
-0.051	0.550599913
0.354	1.940309445
0.99	-0.836679046
1.177	-1.880077171
0.896	-0.198882032
-0.046	0.63871685
0.615	-7.20410013
0.435	2.228711441
0.448	-1.155222439
0.951	0.533768167
0.952	-1.280310684
0.824	1.878005339
1.544	-0.729136029
0.717	4.52924243
1.26	1.236741736
0.648	4.910543659
1.126	0.432602194
0.212	0.074839477
0.72	2.605335209
0.505	3.844081167
0.553	2.229700043
1.1	2.16695078
0.517	3.36837544
0.188	2.001593658
0.568	3.435480335
1.814	-1.425892037
0.536	3.315277007
0.368	2.90519344
0.573	2.569866896
0.466	3.25627064
0.672	4.240100666
0.682	2.554890195
1.063	0.400281604
0.563	4.111770265
0.78	5.142205948
1.281	-0.854629041
0.264	2.565500393
1.641	-0.337408895
0.297	2.478736303
0.447	3.558444238
-0.098	-1.182278946
0.673	3.495744056
1.092	0.568177084
0.38	2.380075389
1.326	-7.164829859
1.132	0.437423729
-0.096	-2.388800297
0.483	2.97062377
0.579	-1.367545109
0.636	2.564704837
0.551	4.126391468
-0.07	-0.582842762
-0.058	-0.878352821
0.966	0.181555858
0.33	2.057276712
1.549	-1.79987993
1.027	-0.136840451
1.14	0.212545372
0.817	3.06947551
0.595	4.685987077
0.097	-0.250092271
0.294	-6.347996999
0.125	1.891038099
0.469	3.248497376
1.438	-0.904610091
1.473	0.247550403
0.705	4.522537509
0.947	1.956785276
1.147	0.501396864
0.476	3.852609381
0.544	0.616351097
0.206	1.5510179
0.639	3.490963837
1.26	-0.449582713
0.46	2.820545717
0.88	-0.622216116
0.392	2.496954809
0.648	4.8090524
1.154	-0.200092271
0.445	1.956869267
0.302	1.229961499
0.894	-0.126579501
1.308	-0.594413556
1.587	-1.780632543
1.419	-1.096816424
0.824	3.491108207
-0.146	-1.730309505
0.075	0.014777561
0.196	1.503519117
0.394	0.117302187
1.183	0.706056369
0.636	3.968748702
1.183	-0.169250108
0.328	-0.335449935
-0.123	-2.580632543
0.497	3.936869267
0.576	3.802164166
0.611	0.771994168
0.605	2.531796937
1.228	-0.410540379
0.458	2.051866551
0.547	2.485827964
-0.196	-2.990337153
1.266	-1.753016007
0.317	0.478989906
0.63	3.482164166
0.349	0.610955411
1.17	0.919894873
0.605	4.078677379
1.236	0.399598653
1.645	-2.807439045
0.57	-1.536490703
0.98	-1.076579501
1.621	0.86820911
0.453	2.390174196
0.107	-2.27896571
-0.004	-10.38404305
0.325	1.382769486
0.995	0.286482055
1.205	0.406632134
0.641	2.770585556
0.473	1.04778599
0.715	4.582689313
0.886	-2.658005832
0.723	3.640824008
0.902	1.760972312
1	0.433492636
0.188	1.545756543
0.021	0.399057759
1.029	0.285814966
1.247	1.737412509
1.082	-11.68058859
0.392	1.928729441
0.974	0.364801808
1.339	-0.163740062
0.638	2.008967191
1.393	0.806458292
1.176	-0.790677531
1.332	-9.574958356
0.24	-0.749127806
1.288	-1.194748586
0.959	-2.356350537
1.402	-0.547781603
1.225	2.140715068
0.427	2.322078344
1.101	0.679227318
0.464	1.935480335
1.012	3.453356347
-0.005	-1.447454628
0.153	0.544801808
0.521	2.781472723
1.183	0.341744245
1.139	0.936656364
0.89	1.086968746
1.595	-2.673957544
0.387	3.298379014
0.458	2.139233054
0.37	0.012529466
0.233	0.924910362
0.605	4.807658581
0.469	2.492283813
0.463	4.037206107
1.208	-1.656251179
0.511	2.293898989
0.995	0.374226079
0.488	2.031003668
0.824	2.035656979
1.082	0.654141033
1.009	-0.965467969
0.6	2.285550008
1.19	-1.691921211
1.419	-1.37642829
0.181	2.151576648
1.301	-0.5617562
0.223	-1.638106645
0.667	0.618308067
1.137	1.45062377
1.56	0.134531499
0.701	5.193054173
0.611	2.06308444
1.091	1.234305919
0.846	4.868277235
0.264	1.245524021
1.267	-0.740310684
0.554	4.001613243
0.513	3.239635578
1.424	8.621365698
1.321	-0.505724518
0.482	3.375264626
0.706	3.86366287
0.512	2.242917844
-0.195	0.473428466
0.524	3.165251905
0.448	-0.66224132
0.657	3.688612914
1.004	0.00403219
0.198	1.788370631
0.411	2.945765065
0.496	2.727076568
0.49	3.062570008
0.647	4.610996775
0.703	4.410307138
0.465	3.945573273
0.524	2.253797278
0.846	6.029601069
1.287	-0.208882032
0.871	0.668869732
1.564	1.456756605
0.59	4.45635854
0.094	-0.798212173
0.423	3.007034736
0.347	2.496785276
0.923	0.636919012
0.979	-1.260876014
1.106	-12.40227712
1.156	-0.192216116
0.405	1.96598118
0.114	1.004493785
1.165	0.027277001
1.461	-5.031652657
0.96	1.303295837
0.097	1.995288203
0.434	0.391504442
1.273	1.69475063
0.61	3.36863965
0.45	0.0814555
0.503	2.4710179
0.405	2.467864786
0.754	4.773963839
0.63	5.003426814
0.7	4.127032827
1.482	-0.765889677
0.66	4.694114594
-0.019	-1.495773921
0.584	2.274211638
1.13	7.144866627
0.926	-1.385160523
0.231	2.384492447
0.95	0.193617828
0.94	-1.741097695
1.267	-0.04664809
1.227	-2.352877038
1.228	0.445956948
1.383	-0.478090082
0.078	0.153126411
0.679	4.893989594
0.838	5.179030766
1.388	1.040309445
1.406	-1.54642829
0.295	1.599701125
0.289	-1.435784545
1.367	-1.386977505
1.244	0.41634283
0.404	2.594062757
1.176	-0.900310684
0.238	0.522179722
1.644	-3.420496109
0.471	2.134550065
0.633	3.939500929
1.157	-0.11664809
0.136	-0.519127806
0.377	2.436869267
0.341	3.079219845
1.268	0.746473787
0.85	5.629721433
0.952	0.548380651
1.972	-2.216251179
0.489	-0.81399843
0.961	1.415939512
0.615	2.317646167
0.441	3.088555083
0.59	4.533669485
1.563	-0.900140126
0.246	1.562334817
1.309	-2.164501194
1.274	-2.164610091
0.46	3.021800511
1	1.061464543
1.046	0.202502522
0.397	2.952765216
0.261	0.685806791
1.068	-0.545336671
0.446	2.609227318
1.26	0.44131778
0.518	3.343638714
1.348	-0.271716922
0.541	2.524455771
0.724	3.685166823
0.538	3.850992465
1.205	1.764540288
1.143	7.857391847
0.432	2.387822415
1.285	-0.794278837
0.069	3.755656979
1.08	0.775112211
0.575	2.95241309
0.936	0.734697422
1.414	1.201620567
1.075	0.611175138
0.744	1.124700584
0.551	3.768682911
0.418	0.876632134
0.442	0.949907729
0.188	-1.638106645
0.542	1.789279099
1.142	0.97099581
1.16	-0.392786657
0.465	3.723866664
1.72	-1.609400087
0.922	0.986823005
0.519	3.508967778
1.476	9.563594195
0.657	3.940075389
1.199	-0.201014409
1.685	-0.956206368
0.447	2.328176927
0.584	4.25318682
0.243	2.082668577
0.684	2.091785591
1.086	0.830822789
1.384	-15.71474859
0.962	-0.2645589
1.043	1.136114406
1.541	-1.905148463
0.553	2.743396809
1.298	-0.680926037
0.767	0.203104737
0.549	2.005010034
1.255	7.767693498
1.086	0.436227722
0.34	4.033224626
0.521	4.057034736
0.19	0.812873809
1.122	0.428308067
1.061	0.33835847
0.451	2.999598482
0.571	3.467288966
0.564	3.808809041
0.026	0.284141033
0.677	3.927937958
0.91	0.239233054
0.285	1.150661603
0.417	-0.44399843
1.38	-5.436710708
1.17	-2.128034304
1.106	0.158212503
0.71	5.101646188
0.638	4.757265997
0.63	3.168091711
1.51	-2.124748586
0.718	3.804470486
0.695	4.607673104
0.996	-0.223032812
1.334	-4.766544104
0.996	1.901658713
0.513	2.97920101
1.154	1.126632134
1.091	-0.689274735
0.491	1.99598118
0.747	5.510502081
0.419	0.916085995
0.968	0.331555858
0.246	0.909618985
0.598	-1.795186908
0.542	2.962049803
0.927	1.570417287
0.62	4.904001049
0.531	3.551901478
0.413	-3.375846548
0.937	6.138850504
0.882	0.647705565
0.903	1.032817135
1.095	-0.422867407
0.539	3.981929368
0.827	0.856458292
0.657	3.269598482
0.458	3.694363976
1.059	1.865724805
0.017	0.511464543
0.1	0.664024331
0.505	2.847969675
1.056	0.421758959
1.154	-0.4985445
0.531	3.441468837
0.45	0.649322469
0.712	4.290592774
1.05	0.833412845
0.46	-0.836679046
0.528	2.82062377
0.418	2.923321449
0.891	-0.029443347
0.93	6.356720424
0.107	0.763492636
1.008	-0.760299957
1.55	-0.013160926
0.528	3.838193432
-0.236	-4.094685948
0.64	4.906058945
0.642	3.407969675
0.072	1.215976144
0.558	4.234793317
0.177	0.9014555
1.27	7.55676748
0.251	2.406959725
0.953	0.039593955
1.054	-1.696450152
0.468	1.92034744
0.061	-4.03136035
1.176	7.994155667
1.771	-10.83456173
0.291	-0.527470534
0.976	1.21486328
1.145	-2.85
0.709	5.527822415
1.07	-0.422510573
1.36	7.910455977
1.175	2.646259938
1.549	-0.727454628
0.377	2.966329048
0.647	2.427673104
0.409	2.653898989
0.507	1.755694018
0.296	0.363056899
1.244	-0.00826703
0.579	3.464778725
1.082	0.24335191
0.298	0.020737386
0.424	2.178824771
0.908	1.656227722
0.528	3.866503276
0.495	1.7518881
0.098	0.519159291
0.168	2.273772387
1.064	-0.905222439
0.647	4.303681822
1.27	7.296405249
0.832	-3.086490703
1.597	6.954691615
1.395	0.356756605
-0.057	-0.767470534
0.926	1.236226253
1.304	-3.417783455
0.026	-7.314036929
0.365	1.048379014
0.279	0.29333358
0.492	2.526890765
0.531	4.497055851
0.452	3.477885471
1.698	-0.835892037
0.609	4.069019144
1.428	-5.633111727
1.042	-0.420766946
-0.105	-3.538535457
0.014	-0.777530086
0.94	-3.088744777
0.735	4.911909845
0.293	2.376817565
1.159	1.128147678
1.285	0.751909918
0.801	1.797147136
0.979	0.513104737
0.677	4.748079275
0.491	3.687618146
0.535	2.427358438
0.521	3.161062784
0.46	3.607257642
1.348	0.320660829
1.16	6.656701577
0.543	4.16294559
0.11	1.334910362
0.566	3.052898501
1.24	7.379188517
0.425	2.988304268
1.043	-0.592738369
0.94	-0.487095269
0.515	3.508444406
1	0.990715128
0.596	4.712797414
0.893	-2.572470334
0.515	2.252458768
0.343	0.491598429
1.071	-3.446645131
0.693	3.6198455
-0.004	-1.910527797
0.434	2.945112211
1.321	-3.975846548
0.772	5.921477641
0.127	-0.122238516
1.576	-0.632216116
0.848	5.829270245
1.572	-1.185892037
0.702	5.059212973
1.166	-1.663929782
1.605	-2.640310684
0.264	2.465756543
0.059	-15.43879569
0.008	-6.472356294
0.019	-0.896795218
1.455	-3.187545109
0.564	1.466227722
0.192	0.732277667
1.318	1.532686262
1.164	0.291143978
0.501	3.659185507
-0.024	0.174834096
0.55	3.26272772
0.518	3.455500393
0.571	4.278990325
1.077	0.584977046
1.46	8.440211892
0.15	-0.510059619
0.567	2.889206527
1.52	0.519258615
0.637	-9.048191163
1.118	0.134405313
0.529	3.492357721
0.14	-0.931221787
1.181	0.475065884
0.092	-1.888106645
0.508	3.366000736
0.441	1.929049187
0.383	3.476959725
1.32	-0.532216116
0.473	2.175724805
1.44	9.249818364
0.415	0.928147678
1.301	-0.251255948
-0.244	2.254226079
1.178	-4.050240978
0.198	-0.925292955
0.752	3.221547832
0.435	1.606167851
1.526	-2.074387088
0.42	-0.987545109
0.891	-0.208535457
1.331	-0.965160523
0.716	4.572023559
1.05	1.251117968
0.845	-5.392583353
0.991	0.630476086
1.134	0.282447691
1.046	0.819227318
0.504	2.635289601
0.382	1.499598482
0.8	5.440816516
1.333	0.034697422
0.399	2.595908517
0.513	1.845108957
0.024	-0.124484697
0.693	5.016860689
0.398	1.531038099
0.535	1.823228236
0.674	4.920029399
0.507	3.402183879
0.338	2.701648372
1.012	0.965112211
0.17	1.203474229
0.44	3.890966719
1.13	7.101904152
1.019	-0.35880665
1.08	4.545689876
0.689	3.479911602
0.391	1.176968746
0.684	5.272439443
0.496	4.291968581
0.493	2.356725419
0.571	3.008435437
1.18	-1.964278837
1.32	7.751725461
0.439	3.23272772
0.401	3.774058865
0.596	5.037455975
0.358	0.415169421
0.332	2.59820911
0.491	3.126636889
0.733	1.027345812
1.107	2.269554362
0.97	1.152904731
0.311	2.32870402
1.071	-5.610652253
1.419	-2.022281859
0.589	4.352271253
1.477	-2.396645131
0.589	3.971513807
1.05	-2.491919185
0.921	0.668612914
1.11	-0.201021435
1.121	0.165012361
0.171	0.488462315
0.528	3.389629002
0.509	2.393587067
1.468	-0.992216116
0.545	4.02629342
0.475	1.821050085
0.998	0.598554944
1.144	0.384210029
1.212	1.335656979
0.292	0.477412509
0.139	1.55308444
1.226	2.211455841
0.448	3.842995565
0.566	4.211966165
0.483	2.402781588
0.515	3.658889962
0.552	4.061354505
0.651	4.216890765
0.571	4.08324572
0.028	-0.657665183
1.627	-1.472510573
0.23	0.67333358
0.382	6.656106962
0.487	2.989546435
0.058	-2.416679046
0.345	2.408884704
-0.113	-1.643914005
0.664	5.141785182
0.626	4.299603214
1.083	-7.058381876
0.516	3.127743332
0.574	4.587673104
0.786	5.046537621
1.119	1.090247315
0.2	1.451647179
0.414	3.418820728
0.446	1.267700694
1.079	-0.315817424
1.084	-6.884829859
0.389	2.762183879
1.406	8.027377596
1.613	-3.320042774
0.419	3.346348482
0.655	4.808723785
0.17	-2.943089139
1.109	-2.082470334
0.16	-1.41793125
0.771	4.088873615
1.197	1.850247315
-0.069	-3.294043052
0.35	2.941002353
1.034	0.644141033
1.122	-1.587076428
0.492	3.500539349
0.968	-2.466450152
0.456	3.405277007
0.835	5.346951069
0.649	0.478744052
0.5	2.466968746
0.376	2.327302187
0.398	2.970075389
1.504	-1.858444142
1.07	0.088080815
1.075	1.238380651
0.297	1.688658958
1.144	-0.526977505
0.443	1.433425425
0.444	-0.349400087
0.569	2.967213343
1.059	0.324540288
0.524	2.780439874
1.195	0.195586444
0.55	4.541889949
1.206	7.168339694
1.33	-3.588106645
0.76	4.26190588
0.238	0.74001933
0.983	6.272689911
1.43	-5.73557045
0.636	2.784679238
0.4	2.556959725
1.158	0.687564427
0.537	3.852942619
0.001	-1.621589494
0.131	0.441758959
0.549	2.926262846
0.022	0.03222264
0.362	2.56366287
1.205	-0.750496109
0.293	1.271412946
1.061	0.678161346
0.76	5.299331692
0.96	6.348736303
1.652	-2.198255755
0.666	4.775744136
0.745	2.014924966
1.45	-2.988472401
1.48	8.905347811
0.462	2.949635578
0.375	1.672475004
0.603	3.57024202
0.72	3.875306871
0.478	2.590099267
0.94	0.990822789
0.451	2.095108957
0.604	1.213668152
1.008	0.519613121
0.66	1.725088772
0.999	0.265012361
0.218	1.279057759
0.299	0.720476086
0.402	1.862602194
0.078	0.715895613
1.046	2.097423729
0.963	1.974111194
1.561	-10.85706699
0.314	1.574964386
0.732	3.966537993
0.677	4.868410349
0.905	6.144013946
0.455	2.085760832
0.458	2.765550008
0.635	4.89789323
0.414	-7.779397651
0.555	3.049571214
0.545	4.271479813
1.251	6.834224766
0.517	4.097839287
1.211	-0.122738369
0.941	1.478435437
0.553	2.002713366
0.448	1.653301192
0.471	3.179227318
1.071	4.38046965
0.979	0.628744052
0.497	3.518068687
0.504	2.879603214
1.119	-0.105148725
0.642	4.495204187
0.787	5.039976567
0.495	1.616473181
0.637	4.516703156
-0.063	0.042283813
0.626	3.278612914
0.582	3.616734866
0.978	0.237195296
1.049	0.639700043
1.234	2.345401334
0.73	2.271136757
0.181	-0.097190308
0.425	2.524211638
0.26	1.200972312
1.157	-19.40507411
1.328	1.366735013
0.964	2.754251592
1.17	1.201143729
1.122	0.696537993
0.16	1.559775914
0.489	1.718308067
1.619	-1.821218392
0.455	2.975402393
1.325	0.360496544
1.035	1.43953952
0.848	2.141038099
0.483	2.965480335
0.651	4.763851006
0.925	0.349747329
0.63	4.434921629
1.559	-1.278895445
0.814	6.490222043
1.564	-5.653510113
0.2	1.307412509
1.225	1.167331232
1.2	-0.746199342
0.458	2.429925634
0.424	3.267948715
0.04	0.032025683
0.569	4.691363165
0.524	3.51920101
0.822	5.279813032
0.415	-1.456251179
-0.005	1.083204782
1.2	1.113743146
0.561	1.417711206
0.441	2.28034744
1.043	0.894677694
1.019	-1.810042774
0.403	2.558198361
0.908	1.028568938
0.336	1.149929939
1.026	-0.504850022
0.911	-0.934278837
0.577	3.23212831
0.003	0.421396864
0.717	1.482070689
0.567	3.492744162
1.611	-4.151254312
0.476	2.337954636
0.49	3.432568891
1.223	-0.448212173
0.03	-0.805222439
0.843	5.593573478
1.03	0.500299957
1.094	1.358371193
0.231	1.324481115
0.688	2.711100655
0.519	3.23700214
0.987	0.825204187
1.007	-0.506679046
-0.296	1.519123986
0.468	1.955452237
1.054	-1.383053281
0.495	1.38778599
0.095	-0.698863574
-0.06	-1.465838849
0.27	0.750154311
0.98	1.896902798
0.137	0.992447691
1.02	-1.224022435
0.49	0.509503891
0.009	0.9654411
1.1	0.242713732
0.578	2.664226079
0.46	1.826473181
0.704	4.384142885
0.941	-0.024764497
1.493	-1.157451349
0.54	-1.54
-0.021	-0.777976298
1.128	-0.768856022
1.541	-4.579555951
0.539	4.254013946
0.202	-0.204721502
0.57	3.300445196
0.082	-1.661097695
1.537	-4.231847985
0.509	0.283768167
0.466	1.588989906
0.394	1.8637553
0.531	3.700493479
0.04	-0.201838654
0.242	2.241003668
1.394	-2.895148463
0.666	4.771160616
1.3	-0.001504853
0.531	3.235235503
1.085	-0.307282072
1.061	0.704697422
-0.066	-2.02998067
0.83	3.728470076
0.628	4.029179096
1.4	8.19673553
1.326	-0.457456794
0.753	2.938176927
1.112	1.972744162
0.65	3.782331056
0.521	2.599117348
1.311	-1.801921211
1.079	0.160749892
0.313	1.662586197
0.512	3.007415137
1.142	0.781994168
0.1	-1.310252671
0.559	1.645491564
0.968	-0.043160926
0.271	1.32268962
0.556	0.866337559
-0.058	-0.590772682
0.323	0.887823128
1.132	-0.038621568
0.22	0.956226253
0.774	4.907021767
1	0.441758959
1.595	-0.645013899
1.01	1.552669352
1.27	1.533214298
0.085	-2.136490703
0.329	1.334020857
0.577	2.770936936
0.95	0.307302187
1.326	0.244381485
0.892	-0.753342163
1.4	-2.898472401
1.104	-1.021444917
1.211	2.139277286
0.877	3.888037917
1.389	-12.61058859
0.35	-1.639861708
0.89	6.361251177
1.153	0.267823128
1.027	-1.726055843
0.722	3.112449737
-0.021	-0.58921712
0.63	3.384741281
0.66	5.285504545
1.065	0.165814966
0.895	1.582231888
1.171	-1.627666899
0.654	3.548873615
1.323	0.891909918
1.587	-3.545449935
0.501	2.383536251
1.345	0.976971071
1.154	1.995661728
1.102	2.3837553
0.171	1.340725265
0.373	2.858177084
1.5	-0.602202213
0.844	-1.721174193
0.348	2.662643796
1.13	0.142548651
0.225	-0.468800297
1.061	0.949367457
0.635	2.639424981
0.879	0.856902798
0.614	3.53542188
0.972	0.745351468
1.15	-0.563232992
-0.004	-1.184413556
1.129	1.285761492
1.432	0.193126411
-0.091	-0.725321336
0.354	2.680293129
1.23	1.065524021
0.317	2.045597623
0.363	2.042324988
1.498	0.859472203
0.897	0.663301192
1.767	-3.036490703
1.673	-0.827740966
0.502	3.128034519
0.972	1.312277667
1.426	9.045664861
1.068	1.110715128
0.508	2.362809692
1.16	0.849546435
0.538	-8.954043052
0.051	-20.65489862
-0.115	-0.232238516
0.587	4.57451168
1.024	-0.772281859
1.519	-0.519752685
0.918	1.715888328
0.907	-0.40998067
1.158	0.36328078
0.607	3.493866664
1.527	0.551758959
0.932	0.559277286
0.532	3.072668577
0.505	3.905275358
1.722	-2.327741485
0.944	2.026871982
1.074	-0.800310684
1.131	-0.413342163
1.028	1.806756605
1.098	-0.538040259
0.299	-2.346350537
1.018	0.076337559
1.122	0.889613121
0.33	1.870225611
-0.015	-2.787910227
0.463	0.706632134
1.672	-1.846450152
1.039	0.759472203
0.561	0.786983993
1.325	0.394737809
0.769	5.737391749
0.485	2.182475004
1.634	0.033793632
0.353	0.462528484
1.019	0.325694018
0.594	3.503952134
0.132	-1.357397806
0.571	4.266155575
1.023	6.398677379
1.187	1.418435437
0.419	2.355306871
0.66	-0.463053281
0.595	3.523013724
0.277	1.795685999
0.379	3.122175144
0.615	2.921202772
0.546	2.122649941
1.428	-7.121135894
0.733	5.415476363
0.546	3.642568891
0.312	2.574949285
1.306	-0.294475979
1.259	1.311063968
0.9	6.042824843
0.176	0.675088772
0.866	4.294949285
1.157	7.22286165
0.737	4.300447116
-0.136	-2.48046048
0.268	-9.751060393
0.287	1.081056665
1.064	1.119527929
0.398	0.202873311
0.616	-6.121135894
1.165	-0.181617051
1.37	-1.441838654
0.734	5.407608954
1.121	-4.31136035
0.062	-1.318332595
1.414	-2.44399843
1.558	-0.953367866
0.672	3.465689579
0.19	2.101062784
0.609	2.123110251
1.031	1.29060552
0.462	1.687866696
1.026	0.563104737
-0.055	0.415277007
0.165	2.069546435
0.286	1.362306905
0.974	0.790715068
1.084	-2.083342163
1.043	1.16891165
0.118	-3.243089139
0.689	3.108823981
0.514	4.193269076
1.407	-12.00227712
0.522	3.966503276
0.968	1.23235113
1.096	0.554305919
0.567	4.541711165
0.982	0.661667405
0.535	-7.560652253
1.323	-0.359284872
0.043	1.157283552
0.846	4.630069631
0.562	4.196632332
0.483	3.256576528
0.612	3.772449737
-0.026	-2.403957544
0.499	1.499073963
0.32	2.00173297
1.21	-0.340927983
0.117	3.1154411
0.401	1.856482055
0.958	1.542049803
0.278	0.513204782
0.433	3.153100708
0.76	-1.949624172
0.377	1.310299957
0.039	-0.106231833
1.172	0.788075485
0.567	1.758401524
-0.015	0.99600157
0.903	0.400480335
0.622	3.320493479
0.609	3.44046965
0.356	0.666576528
0.39	3.963412845
0.528	-2.133031254
0.705	4.090613861
1.404	1.156458292
0.062	0.393380221
0.515	1.77871685
0.62	4.819989138
0.492	2.585666741
1.183	-14.09271305
0.789	5.756705532
0.447	3.835342635
1.48	-0.290927983
0.494	3.064519568
0.274	1.216642578
0.307	2.127122962
1.56	-1.331617051
0.595	4.528823981
1.072	1.953304683
1.166	0.816632134
0.687	4.43190964
0.974	-1.312937462
0.931	1.194381734
0.61	2.61629342
-0.06	-7.092205558
1.046	1.802078344
1.58	-7.383717747
0.527	3.677597154
0.454	2.155131756
0.663	5.214873104
0.561	1.459866896
1.345	-0.764664791
0.506	1.560551362
0.409	2.558379014
0.86	-0.730640726
0.781	3.319603214
1.41	-3.324733074
1.88	-4.900361079
1.6	-2.165505218
0.601	3.786434714
0.366	1.171647179
1.069	0.422568891
1.067	1.612179722
0.897	-2.315641233
0.49	2.146348788
0.166	-0.494610091
0.131	1.003425425
1.194	7.476302004
0.593	3.439262748
0.436	1.554455771
0.566	3.193618431
0.954	5.8951513
0.559	3.541981667
0.557	3.005306871
1.33	-0.948098735
0.857	6.208519283
1.361	-16.16246128
1.363	9.294318066
0.87	1.248380651
1.601	7.68749879
0.602	3.180263316
0.66	3.989851152
-0.022	-0.703541708
0.528	3.236259938
0.566	2.801598429
1.013	-0.538212173
0.122	-0.078643585
1.29	8.011068936
0.032	-2.217633652
1.069	6.814146642
0.339	1.775895613
0.525	3.643866664
0.81	-2.271009675
0.522	2.515289601
1.028	-1.755013899
1.422	-0.03128315
0.6	0.033768167
1.05	-0.348621568
0.99	0.323116991
0.402	2.625480335
0.383	1.983189585
0.42	2.792745034
1.103	-0.44897201
0.49	3.737680413
0.416	2.734426606
0.78	5.347960752
1.356	-1.507740966
0.636	2.021501092
0.641	4.785253024
0.471	2.516167851
0.147	1.41317445
1.09	0.231202772
0.362	2.051966165
1.087	0.323878838
0.373	1.1454411
0.817	5.327618146
0.486	2.718497376
0.347	2.095931622
1.375	1.36241309
0.348	2.942570008
0.835	2.164540288
0.586	4.111230137
0.618	3.207331232
0.019	-2.262281859
0.453	3.115500393
0.896	5.12896194
1.465	9.546888842
0.495	3.200597643
0.494	5.157864786
1.052	1.440174196
1.586	0.397423729
0.53	3.355284726
0.479	2.795929528
0.452	2.48034744
1.06	1.43102799
0.486	2.145235503
0.43	3.390164925
0.98	0.454910362
1.083	-1.460759744
1.018	-0.015724518
1.26	-3.112020306
1.154	0.236571555
0.518	2.612456949
0.639	4.045967019
0.493	2.24660532
0.676	3.063520694
0.077	1.511278605
0.079	-0.579618427
1.304	-1.551953583
1.363	-4.641652657
0.654	3.462224436
1.01	1.966300558
0.999	0.715760832
1.202	3.86062377
0.089	1.393321449
0.482	0.910872194
0.436	1.965931622
1.246	-0.005336671
0.707	5.345803082
1.275	-0.765510488
0.72	1.124020857
1.136	0.270381573
1.209	0.493611346
-0.005	-0.262277125
1.446	0.678312773
0.645	2.910232016
0.094	0.900297432
0.684	1.760311457
1.05	1.053104737
0.405	2.670820348
0.1	0.448824771
0.65	2.207969675
1.221	-1.495292955
1.44	-11.56706699
0.4	5.259644482
0.396	2.496735013
0.69	3.011809929
0.48	3.195401334
0.978	1.146902798
0.134	-3.313848004
0.595	3.560745729
1.048	-0.000252671
